Month,Day,Max_Temp,Avg_Temp,Min_Temp,Max_DewP,Avg_DewP,Min_DewP,Max_PctHum,Avg_PctHum,Min_PctHum,Max_WindMPH,Avg_WindMPH,Min_WindMPH,Max_Pres,Avg_Pres,Min_Pres,Total_Prec
Sep,25,83,68.9,54,57,51.8,49,83,58.3,33,15,3.2,0,29.3,29.2,29.2,0
Sep,26,92,73.1,59,62,58.1,55,87,62.4,35,9,3,0,29.3,29.2,29.1,0
Sep,27,83,71.4,61,62,57.1,54,81,62.4,42,8,2.7,0,29.5,29.4,29.3,0
Sep,28,90,73.1,65,71,65.9,59,93,79.2,52,16,2.2,0,29.4,29.4,29.4,0
Sep,29,91,73.2,67,69,66.3,64,94,80.9,42,13,1.9,0,29.6,29.5,29.4,0.17
Sep,30,76,73.3,71,70,66.9,63,91,80.4,73,6,3,0,29.6,29.5,29.5,0
Oct,1,91,76.8,69,69,65.3,61,85,68.7,47,8,4.4,0,29.5,29.4,29.3,0.06
Oct,2,96,79.8,69,70,66.5,64,90,67.5,36,13,2.1,0,29.3,29.3,29.2,0
Oct,3,97,82.1,72,70,65.3,62,82,59.6,31,9,3.6,0,29.3,29.3,29.2,0
Oct,4,84,73.3,60,69,57.8,45,90,62.1,29,18,7.5,0,29.6,29.4,29.3,0
Oct,5,63,57.3,50,51,43.3,38,72,59.7,50,15,5.4,0,29.7,29.6,29.6,0
Oct,6,71,64.6,58,61,56.6,50,87,75.6,65,15,5.2,0,29.6,29.6,29.5,0
Oct,7,83,71.9,64,62,58.8,54,87,65.2,38,13,6.8,0,29.5,29.4,29.3,0
Oct,8,67,61.7,57,53,49.8,47,83,65.5,51,18,10.7,3,29.5,29.5,29.5,0.01
Oct,9,74,63.5,57,51,47.6,44,75,56.9,43,14,7.8,3,29.6,29.5,29.5,0.04
Oct,10,77,61.4,48,53,48.8,44,86,65.9,40,10,2.8,0,29.6,29.5,29.5,0
Oct,11,78,62.3,50,51,45,40,89,58.3,29,8,2.4,0,29.5,29.4,29.4,0
Oct,12,73,60.4,50,53,48.3,45,84,66.1,42,6,1.3,0,29.4,29.3,29.3,0
Oct,13,66,58.1,49,50,43.2,40,83,59,42,8,3.8,0,29.4,29.4,29.3,0
Oct,14,79,55.5,40,49,39.1,32,89,62.3,19,12,1.9,0,29.4,29.3,29.3,0
Oct,15,76,59.6,43,44,40.6,38,82,53,26,12,2.8,0,29.5,29.4,29.3,0
Oct,16,64,54,48,55,46.8,33,93,78,45,16,3.6,0,29.3,29.1,28.9,0
Oct,17,64,57.3,53,34,31.9,28,48,39.1,26,16,8.8,3,29.2,29.1,28.9,0.81
Oct,18,66,55.3,46,38,34,31,73,46,30,13,5.9,0,29.4,29.3,29.2,0
Oct,19,67,52.1,37,46,38.8,33,89,63.7,37,14,2.7,0,29.4,29.4,29.3,0
Oct,20,61,55.6,51,57,51.5,48,90,86.1,77,16,6.8,0,29.3,29.2,29.1,0.8
Oct,21,65,55,48,52,49.8,44,94,83.1,61,7,1.7,0,29.4,29.4,29.3,1.01
Oct,22,63,58.6,56,58,55.1,51,93,88.1,81,8,2.7,0,29.4,29.2,29.1,0.01
Oct,23,68,56.1,46,54,42.7,33,90,65.9,27,9,3.2,0,29.5,29.4,29.2,0.52
Oct,24,71,53.3,38,42,37.9,34,89,61.5,26,8,2.3,0,29.6,29.6,29.6,0
Oct,25,69,55.6,42,51,44.1,38,86,67.4,39,6,1.6,0,29.6,29.6,29.5,0
Oct,26,66,60.6,55,55,50.4,47,86,70.2,50,9,3.8,0,29.5,29.4,29.4,0
Oct,27,82,65,59,66,57.6,46,93,79.5,36,16,3.9,0,29.3,29.2,29.1,1.21
Oct,28,71,59.1,48,49,47,44,86,66.3,42,8,3.2,0,29.5,29.4,29.3,0.79
Oct,29,67,58.5,51,56,52,47,86,79,65,8,2,0,29.6,29.6,29.5,0
Oct,30,64,61.9,60,59,57.5,55,90,85.2,75,5,1.2,0,29.6,29.5,29.4,0
Oct,31,77,68.5,54,70,63.5,29,90,84.5,38,18,7.3,0,29.4,29.1,28.9,0.74
Nov,1,57,48.2,40,32,28.3,25,68,47.4,32,14,3.9,0,29.6,29.5,29.2,1.57
Nov,2,56,43.3,31,35,30.5,26,85,63.2,40,9,2.1,0,29.6,29.5,29.4,0
Nov,3,59,47,36,30,25.8,20,70,46.3,23,8,2.6,0,29.6,29.5,29.4,0
Nov,4,61,46.3,32,32,29.3,26,82,55.1,31,15,4.3,0,29.6,29.6,29.5,0
Nov,5,68,53.5,35,39,35.1,30,82,53.3,30,7,3.2,0,29.6,29.5,29.4,0
Nov,6,62,52.6,44,37,33,29,68,48.7,30,9,2.8,0,29.8,29.7,29.6,0
Nov,7,65,55.7,45,47,42.4,35,71,61.5,48,13,6.9,0,29.6,29.4,29.3,0
Nov,8,52,40.4,31,37,19.9,14,64,45.3,30,12,6.8,0,29.7,29.6,29.4,0
Nov,9,45,35.7,26,23,19.8,17,78,54.8,34,9,2.6,0,29.6,29.6,29.4,0
Nov,10,66,48.9,31,37,31.2,22,70,52.6,32,12,6.3,0,29.4,29.4,29.3,0
Nov,11,70,56.6,41,41,38,35,79,52.5,31,17,6.9,0,29.4,29.3,29.1,0
Nov,12,58,43.6,29,48,25.1,8,80,49.2,34,15,9.1,0,29.6,29.3,29.1,0.04
Nov,13,38,30.1,23,14,9.1,7,58,42.6,29,7,3.4,0,29.8,29.7,29.6,0
Nov,14,46,33.9,22,22,17.3,12,66,51.7,34,9,2.9,0,29.7,29.6,29.6,0
Nov,15,54,41,30,25,22.2,20,72,50.2,27,5,1.5,0,29.6,29.5,29.5,0
Nov,16,48,40.3,35,27,21.8,12,65,48.9,34,26,13,0,29.6,29.6,29.5,0
Nov,17,47,41.7,38,32,26.2,14,63,54.6,36,16,9.3,0,29.6,29.5,29.3,0
Nov,18,53,45.8,40,42,37.1,29,90,72.7,57,10,2.7,0,29.3,29.1,29,0
Nov,19,54,45.9,41,42,38.8,34,93,77.3,51,7,2.2,0,29.2,29.1,29.1,0.09
Nov,20,58,48.3,42,34,29.8,27,70,50.3,33,12,4.9,0,29.6,29.4,29.2,0
Nov,21,56,46.3,33,37,31.4,27,82,57.4,40,10,6.3,0,29.6,29.5,29.3,0
Nov,22,60,52.6,43,49,40,28,86,62.8,46,10,5.5,0,29.4,29.2,29.2,0
Nov,23,43,38.5,32,35,32.1,27,89,78.5,57,10,3.1,0,29.4,29.1,28.9,0.18
Nov,24,57,44.7,37,36,30.9,25,89,62.9,29,12,5,0,29.1,28.9,28.8,0.73
Nov,25,59,47.9,37,33,31.2,28,73,53.9,36,8,3.4,0,29.3,29.2,29.1,0
Nov,26,65,50.3,34,40,35.5,29,83,59.5,35,7,3.5,0,29.3,29.3,29.2,0
Nov,27,61,53.8,49,50,43.6,25,86,71,26,18,11.5,3,29.3,29.2,29,0.01
Nov,28,53,48.2,44,28,26.6,26,51,43.3,37,14,7.1,0,29.6,29.4,29.2,0.05
Nov,29,56,47.7,38,29,26.8,24,70,45.5,29,7,3.2,0,29.6,29.5,29.4,0
Nov,30,46,42.9,39,36,30.9,27,87,63.6,50,7,2.4,0,29.4,29.3,29.3,0
Dec,1,44,41.4,39,41,37.7,35,93,86.7,82,8,4.3,0,29.3,29,28.8,0.05
Dec,2,50,43.6,41,40,33.3,25,92,70,39,12,3.2,0,29,28.9,28.8,0.41
Dec,3,53,44.6,38,28,26,25,65,48.7,38,15,6.2,0,29.1,29,29,0
Dec,4,54,45.5,35,29,24.8,20,70,45.6,31,16,7.4,0,29,28.9,28.9,0
Dec,5,54,46.1,41,28,21.1,17,53,38.1,25,18,6.7,0,29.5,29.3,29,0
Dec,6,56,47.1,37,37,27.9,18,61,47.8,33,9,3.7,0,29.5,29.4,29.4,0
Dec,7,49,40.7,29,37,23.3,19,69,51.2,33,9,4.7,0,29.8,29.7,29.5,0
Dec,8,47,36.8,25,25,20.9,17,81,55.4,30,10,2,0,29.8,29.7,29.6,0
Dec,9,52,42.1,36,47,35.6,21,89,78.5,53,15,7.7,0,29.6,29.3,29.1,0
Dec,10,59,53,43,53,46.6,35,86,79.2,57,13,6.3,0,29.4,29.2,29.1,0.6
Dec,11,46,38.3,34,38,24.6,12,87,61.8,26,10,3.3,0,29.9,29.6,29.5,0.19
Dec,12,41,33.2,26,20,18.4,17,71,55.7,41,8,2.5,0,30,29.9,29.8,0
Dec,13,39,35.9,31,36,31.4,21,93,83.8,64,6,0.9,0,29.8,29.4,29.1,0.01
Dec,14,59,45.8,39,48,39,28,93,79.1,43,15,3.6,0,29.1,28.9,28.7,0.19
Dec,15,57,49,42,32,28.3,24,60,45.8,33,16,7.3,0,29.5,29.3,29,0.39
Dec,16,41,37.5,36,33,30.9,25,89,77.7,55,9,5,0,29.6,29.4,29.4,0.04
Dec,17,50,40.6,36,45,35.3,25,93,82.8,51,18,4.4,0,29.4,29.1,28.9,0.06
Dec,18,47,36.9,28,24,13.5,7,63,39.6,25,9,5.7,0,29.5,29.3,29.2,0
Dec,19,40,31.1,24,15,10,6,61,42.6,25,7,3.3,0,29.8,29.7,29.5,0
Dec,20,44,33.3,23,20,16.4,12,68,51,37,8,3.8,0,29.9,29.8,29.7,0
Dec,21,43,33.4,27,23,21.3,19,75,62,45,5,1.5,0,29.9,29.8,29.7,0
Dec,22,49,36.4,25,29,24.9,20,81,64.7,43,7,1.8,0,29.7,29.6,29.6,0
Dec,23,62,44,31,32,29.2,25,79,58.8,31,8,2.3,0,29.5,29.4,29.3,0
Dec,24,61,45.6,32,36,32.8,28,86,63.3,39,7,3.2,0,29.5,29.4,29.3,0
Dec,25,54,41.8,29,33,30.4,26,92,66,45,7,2.3,0,29.5,29.5,29.4,0
Dec,26,66,46.8,32,39,33.7,27,85,63.3,36,5,2.4,0,29.6,29.5,29.4,0
Dec,27,63,50.2,38,43,39.5,34,86,68,48,9,2.9,0,29.6,29.5,29.5,0
Dec,28,68,55.6,44,47,44.2,41,89,67,45,7,1.3,0,29.6,29.5,29.5,0
Dec,29,56,52.2,50,50,47.8,43,89,84.9,69,6,1,0,29.5,29.3,29.1,0
Dec,30,72,57.6,51,62,50,31,93,78.8,31,14,3.9,0,29.1,29,28.9,0.54
Dec,31,55,49.3,44,48,33.2,24,90,57.6,33,10,4,0,29.1,29,29,0.06
