time,airtime,channel,co2,coding_rate,data_rate,dev_id,frequency,gtw_id,humidity,latitude,longitude,modulation,pm10,pm25,rssi,snr,temp,timestamp
2020-02-01T09:51:04.833650044Z,61696000,1,216,,SF7BW125,sbox6,904.1,sds-gateway-3,52.04,,,,1,1,-10,9.75,5.74,1708902195
2020-02-01T09:52:10.063308542Z,61696000,7,1105,,SF7BW125,sbox5,905.3,sds-gateway-1,33.63,,,,0,0,-54,9,24.54,2203895676
2020-02-01T09:53:02.431649016Z,61696000,6,785,,SF7BW125,sbox7,905.1,sds-gateway-1,36.91,,,,0,0,-55,10.75,23.71,2256282764
2020-02-01T09:53:52.308010294Z,61696000,1,632,,SF7BW125,sbox10,904.1,sds-gateway-1,46.47,,,,11,11,-61,9.75,23.77,2306091523
2020-02-01T09:54:33.961651736Z,61696000,0,693,,SF7BW125,sbox3,903.9,sds-gateway-1,34.27,,,,1,1,-49,11.25,23.98,2347749795
2020-02-01T09:54:40.292727124Z,113152000,7,645,,SF8BW125,sbox11,905.3,sds-gateway-1,55.15,,,,1,1,-108,-7.25,23.65,2354060756
2020-02-01T09:56:42.302555271Z,61696000,2,405,,SF7BW125,sbox4,904.3,sds-alex-apt,57.87,,,,3,3,-51,7.5,654.85,3408660267
2020-02-01T09:58:12.461571967Z,61696000,3,1096,,SF7BW125,sbox2,904.5,sds-gateway-1,53.78,,,,1,1,-63,10.25,23.58,2566255235
2020-02-01T10:04:20.878412818Z,113152000,3,451,,SF8BW125,sbox9,904.5,sds-gateway-1,46.76,,,,2,2,-63,11.5,23.53,2934670404
2020-02-01T10:06:04.760665946Z,61696000,0,201,,SF7BW125,sbox6,903.9,sds-gateway-3,52.33,,,,2,2,-13,10.75,5.67,2608899579
2020-02-01T10:07:10.104261245Z,61696000,5,1116,,SF7BW125,sbox5,904.9,sds-gateway-1,33.63,,,,0,0,-51,9,24.53,3103878468
2020-02-01T10:08:02.557816329Z,61696000,0,782,,SF7BW125,sbox7,903.9,sds-gateway-1,35.78,,,,0,0,-55,9.25,23.71,3156264227
2020-02-01T10:08:52.248278952Z,61696000,6,619,,SF7BW125,sbox10,905.1,sds-gateway-1,45.27,,,,12,12,-61,10,23.74,3206082244
2020-02-01T10:09:33.90208537Z,61696000,2,693,,SF7BW125,sbox3,904.3,sds-gateway-1,34.24,,,,1,1,-45,7.5,23.98,3247734667
2020-02-01T10:09:40.232897085Z,113152000,7,638,,SF8BW125,sbox11,905.3,sds-gateway-1,55.13,,,,0,0,-61,11.25,23.68,3254044356
2020-02-01T10:11:43.259982758Z,61696000,5,396,,SF7BW125,sbox4,904.9,sds-alex-apt,57.72,,,,7,7,-43,9.25,654.84,14690260
2020-02-01T10:13:12.424636126Z,61696000,7,1084,,SF7BW125,sbox2,905.3,sds-gateway-1,53.66,,,,3,3,-66,10.25,23.61,3466241204
2020-02-01T10:19:20.814072508Z,113152000,6,447,,SF8BW125,sbox9,905.1,sds-gateway-1,46.75,,,,7,7,-66,11.5,23.53,3834654132
2020-02-01T10:21:04.802120524Z,61696000,3,204,,SF7BW125,sbox6,904.5,sds-gateway-3,52.48,,,,3,3,-12,10,5.56,3508896211
2020-02-01T10:22:10.05407693Z,61696000,2,1121,,SF7BW125,sbox5,904.3,sds-gateway-1,33.59,,,,0,0,-51,8.5,24.57,4003860163
2020-02-01T10:23:02.42714981Z,61696000,4,777,,SF7BW125,sbox7,904.7,sds-gateway-1,36.79,,,,0,0,-55,10.25,23.69,4056244587
2020-02-01T10:23:52.29473802Z,61696000,1,628,,SF7BW125,sbox10,904.1,sds-gateway-1,46.35,,,,2,2,-69,10.25,23.77,4106072195
2020-02-01T10:24:33.94778561Z,61696000,3,681,,SF7BW125,sbox3,904.5,sds-gateway-1,34.18,,,,5,5,-43,9,23.98,4147718827
2020-02-01T10:24:40.344266552Z,113152000,5,623,,SF8BW125,sbox11,904.9,sds-gateway-1,55.16,,,,3,3,-59,12,23.65,4154028420
2020-02-01T10:28:12.451811308Z,61696000,3,1082,,SF7BW125,sbox2,904.5,sds-gateway-1,53.44,,,,3,3,-60,9.75,23.58,71260139
2020-02-01T10:34:20.870318765Z,113152000,0,431,,SF8BW125,sbox9,903.9,sds-gateway-1,46.75,,,,8,8,-65,10.25,23.52,439670964
2020-02-01T10:36:04.713599606Z,61696000,2,210,,SF7BW125,sbox6,904.3,sds-gateway-3,52.9,,,,5,5,-10,7.75,5.82,113925971
2020-02-01T10:37:10.008728343Z,61696000,4,1131,,SF7BW125,sbox5,904.7,sds-gateway-1,33.63,,,,0,0,-53,9,24.58,608875579
2020-02-01T10:38:02.367917279Z,61696000,1,765,,SF7BW125,sbox7,904.1,sds-gateway-1,36.71,,,,0,0,-59,11.25,23.72,661258755
2020-02-01T10:38:52.247871161Z,61696000,3,605,,SF7BW125,sbox10,904.5,sds-gateway-1,46.3,,,,7,7,-63,11,23.77,711095187
2020-02-01T10:39:33.897571965Z,61696000,4,675,,SF7BW125,sbox3,904.7,sds-gateway-1,34.1,,,,4,4,-48,9.5,23.97,752735947
2020-02-01T10:39:40.222062551Z,113152000,7,613,,SF8BW125,sbox11,905.3,sds-gateway-1,55.07,,,,3,3,-57,10.75,23.64,759045092
2020-02-01T10:41:42.281842814Z,61696000,4,401,,SF7BW125,sbox4,904.7,sds-alex-apt,58.32,,,,7,0,-46,9,654.84,655218179
2020-02-01T10:43:12.403853391Z,61696000,7,1067,,SF7BW125,sbox2,905.3,sds-gateway-1,53.28,,,,6,6,-64,10.25,23.58,971246364
2020-02-01T10:49:20.82014207Z,113152000,5,430,,SF8BW125,sbox9,904.9,sds-gateway-1,46.7,,,,8,8,-60,11.5,23.52,1339655012
2020-02-01T10:51:04.752549893Z,61696000,3,201,,SF7BW125,sbox6,904.5,sds-gateway-3,53.15,,,,4,4,-12,7.75,5.82,1013923019
2020-02-01T10:52:10.040017493Z,61696000,5,1131,,SF7BW125,sbox5,904.9,sds-gateway-1,33.67,,,,0,0,-51,9,24.58,1508857996
2020-02-01T10:53:02.502768669Z,61696000,0,767,,SF7BW125,sbox7,903.9,sds-gateway-1,36.66,,,,0,0,-55,10.5,23.69,1561239795
2020-02-01T10:53:52.368665238Z,61696000,0,595,,SF7BW125,sbox10,903.9,sds-gateway-1,46.11,,,,9,9,-61,10.75,23.77,1611085475
2020-02-01T10:54:33.851998968Z,61696000,6,667,,SF7BW125,sbox3,905.1,sds-gateway-1,34.11,,,,5,5,-48,10,23.97,1652720532
2020-02-01T10:54:40.178408718Z,113152000,7,613,,SF8BW125,sbox11,905.3,sds-gateway-1,55.13,,,,2,2,-109,-6.25,23.65,1659029236
2020-02-01T10:56:42.321435147Z,61696000,2,405,,SF7BW125,sbox4,904.3,sds-alex-apt,58.16,,,,8,3,-47,7.5,654.84,1555219579
2020-02-01T10:58:12.355663331Z,61696000,5,1046,,SF7BW125,sbox2,904.9,sds-gateway-1,53.17,,,,1,1,-63,9.5,23.57,1871232860
2020-02-01T11:04:20.798712219Z,113152000,4,428,,SF8BW125,sbox9,904.7,sds-gateway-1,46.83,,,,0,0,-64,10.5,23.52,2239639500
2020-02-01T11:06:04.868977971Z,61696000,6,192,,SF7BW125,sbox6,905.1,sds-gateway-3,53.27,,,,0,0,-11,8.75,5.99,1913920188
2020-02-01T11:07:09.987786005Z,61696000,6,1135,,SF7BW125,sbox5,905.1,sds-gateway-1,33.67,,,,0,0,-52,9.5,24.57,2408840484
2/1/2020 11:08:02 AM,61696000,2,759,,SF7BW125,sbox7,904.3,sds-gateway-1,36.63,,,,0,0,-55,8.25,23.72,2461220955
2020-02-01T11:08:52.236113584Z,61696000,2,590,,SF7BW125,sbox10,904.3,sds-gateway-1,45.13,,,,6,6,-59,6.75,23.77,2511076003
2020-02-01T11:09:34.887791523Z,61696000,3,662,,SF7BW125,sbox3,904.5,sds-gateway-1,34.08,,,,5,5,-48,10.5,23.97,2553704707
2020-02-01T11:09:40.207149061Z,113152000,2,615,,SF8BW125,sbox11,904.3,sds-gateway-1,55.14,,,,1,1,-57,8.25,23.65,2559012956
2020-02-01T11:11:42.280319432Z,61696000,4,401,,SF7BW125,sbox4,904.7,sds-alex-apt,58.08,,,,10,6,-48,10,654.81,2455221083
2020-02-01T11:13:12.396890058Z,61696000,2,1041,,SF7BW125,sbox2,904.3,sds-gateway-1,52.96,,,,4,4,-66,7.75,23.59,2771218819
2020-02-01T11:19:20.813562931Z,113152000,5,411,,SF8BW125,sbox9,904.9,sds-gateway-1,46.82,,,,0,0,-65,12,23.55,3139623132
2020-02-01T11:21:04.717144834Z,61696000,2,196,,SF7BW125,sbox6,904.3,sds-gateway-3,53.1,,,,2,2,-11,8,6.12,2813916667
2020-02-01T11:22:09.950219468Z,61696000,3,1134,,SF7BW125,sbox5,904.5,sds-gateway-1,33.61,,,,0,0,-52,9,24.61,3308822851
2020-02-01T11:23:02.416054352Z,61696000,6,761,,SF7BW125,sbox7,905.1,sds-gateway-1,36.55,,,,0,0,-59,9.75,23.69,3361201932
2020-02-01T11:23:52.181733712Z,61696000,4,592,,SF7BW125,sbox10,904.7,sds-gateway-1,45.97,,,,9,9,-62,9,23.77,3411066147
2020-02-01T11:24:33.926494225Z,61696000,0,660,,SF7BW125,sbox3,903.9,sds-gateway-1,33.97,,,,1,1,-48,9.25,23.98,3452689579
2020-02-01T11:24:40.175891703Z,113152000,6,604,,SF8BW125,sbox11,905.1,sds-gateway-1,55.16,,,,1,1,-58,11.5,23.65,3458996972
2020-02-01T11:28:12.340093928Z,61696000,7,1036,,SF7BW125,sbox2,905.3,sds-gateway-1,52.89,,,,4,4,-61,11.75,23.59,3671205004
2020-02-01T11:34:20.750965536Z,113152000,7,407,,SF8BW125,sbox9,905.3,sds-gateway-1,46.86,,,,0,0,-66,12.75,23.52,4039607220
2020-02-01T11:36:04.766189398Z,61696000,5,185,,SF7BW125,sbox6,904.9,sds-gateway-3,53.12,,,,0,0,-11,10.25,6.13,3713913612
2020-02-01T11:37:09.983856035Z,61696000,7,1141,,SF7BW125,sbox5,905.3,sds-gateway-1,33.62,,,,0,0,-53,9.75,24.62,4208804908
2020-02-01T11:38:02.356973379Z,61696000,5,760,,SF7BW125,sbox7,904.9,sds-gateway-1,36.56,,,,0,0,-56,9.25,23.71,4261182692
2020-02-01T11:38:52.225966741Z,61696000,5,588,,SF7BW125,sbox10,904.9,sds-gateway-1,45.87,,,,5,5,-61,10,23.78,16089132
2020-02-01T11:39:33.785296355Z,61696000,5,660,,SF7BW125,sbox3,904.9,sds-gateway-1,33.98,,,,4,4,-46,8.75,23.97,57706788
2020-02-01T11:39:40.199411498Z,113152000,1,591,,SF8BW125,sbox11,904.1,sds-gateway-1,55.09,,,,0,0,-59,11,23.64,64013580
2020-02-01T11:41:42.322113052Z,61696000,2,405,,SF7BW125,sbox4,904.3,sds-alex-apt,59.2,,,,10,7,-48,7,654.84,646243363
2020-02-01T11:43:12.391438836Z,61696000,2,1035,,SF7BW125,sbox2,904.3,sds-gateway-1,52.76,,,,0,0,-60,7.75,23.61,276224051
2020-02-01T11:49:20.798667439Z,113152000,4,404,,SF8BW125,sbox9,904.7,sds-gateway-1,46.83,,,,6,6,-64,11,23.55,644623972
2020-02-01T11:51:04.780407468Z,61696000,0,204,,SF7BW125,sbox6,903.9,sds-gateway-3,53.22,,,,0,0,-12,9.75,6.1,318942955
2020-02-01T11:52:09.92900496Z,61696000,5,1151,,SF7BW125,sbox5,904.9,sds-gateway-1,33.69,,,,0,0,-50,8.5,24.61,813820364
2020-02-01T11:53:02.321239143Z,61696000,7,746,,SF7BW125,sbox7,905.3,sds-gateway-1,35.69,,,,0,0,-109,-6,23.72,866196876
2020-02-01T11:53:52.184354469Z,61696000,1,581,,SF7BW125,sbox10,904.1,sds-gateway-1,45.83,,,,11,4,-70,10.25,23.81,916079443
2020-02-01T11:54:33.847377911Z,61696000,7,656,,SF7BW125,sbox3,905.3,sds-gateway-1,33.92,,,,3,3,-105,-5.25,24,957691300
2020-02-01T11:54:40.156761226Z,113152000,7,598,,SF8BW125,sbox11,905.3,sds-gateway-1,55.05,,,,0,0,-54,8.75,23.67,963997652
2020-02-01T11:56:42.276062592Z,61696000,3,408,,SF7BW125,sbox4,904.5,sds-alex-apt,59.53,,,,9,6,-46,9.25,654.94,1546244867
2020-02-01T11:58:12.333475566Z,61696000,3,1018,,SF7BW125,sbox2,904.5,sds-gateway-1,52.66,,,,1,1,-60,9.25,23.61,1176210291
2020-02-01T12:04:20.745024299Z,113152000,7,394,,SF8BW125,sbox9,905.3,sds-gateway-1,46.96,,,,0,0,-60,10.75,23.56,1544607996
2020-02-01T12:06:04.719958445Z,61696000,4,197,,SF7BW125,sbox6,904.7,sds-gateway-3,53.46,,,,1,1,-13,10.75,5.95,1218939731
2020-02-01T12:07:09.977958881Z,61696000,2,1154,,SF7BW125,sbox5,904.3,sds-gateway-1,33.66,,,,0,0,-53,7.75,24.67,1713802787
2020-02-01T12:08:02.367831885Z,61696000,7,754,,SF7BW125,sbox7,905.3,sds-gateway-1,36.47,,,,0,0,-57,10.5,23.73,1766177940
2020-02-01T12:08:52.221783211Z,61696000,4,577,,SF7BW125,sbox10,904.7,sds-gateway-1,44.94,,,,11,5,-65,10,23.79,1816069707
2020-02-01T12:09:33.796825204Z,61696000,0,647,,SF7BW125,sbox3,903.9,sds-gateway-1,33.86,,,,3,3,-48,10,24,1857675795
2020-02-01T12:09:40.089989429Z,113152000,6,598,,SF8BW125,sbox11,905.1,sds-gateway-1,55.08,,,,5,5,-55,12,23.65,1863981524
2020-02-01T12:11:42.326857009Z,61696000,2,407,,SF7BW125,sbox4,904.3,sds-alex-apt,59.5,,,,0,0,-47,7.5,655.12,2446246379
2020-02-01T12:13:12.309302261Z,61696000,7,1009,,SF7BW125,sbox2,905.3,sds-gateway-1,52.55,,,,3,3,-64,9.75,23.59,2076196532
2020-02-01T12:19:20.694528435Z,113152000,5,397,,SF8BW125,sbox9,904.9,sds-gateway-1,46.94,,,,3,3,-61,10.25,23.55,2444592020
2020-02-01T12:21:04.744636303Z,61696000,6,193,,SF7BW125,sbox6,905.1,sds-gateway-3,53.76,,,,2,2,-12,9.75,5.86,2118936468
2020-02-01T12:22:10.015692117Z,61696000,1,1152,,SF7BW125,sbox5,904.1,sds-gateway-1,33.55,,,,0,0,-52,9.75,24.68,2613785187
2020-02-01T12:23:02.301138966Z,61696000,6,750,,SF7BW125,sbox7,905.1,sds-gateway-1,36.43,,,,0,0,-53,9,23.73,2666159028
2020-02-01T12:23:52.172331125Z,61696000,5,570,,SF7BW125,sbox10,904.9,sds-gateway-1,45.72,,,,3,3,-60,9.75,23.79,2716059988
2020-02-01T12:24:33.830809315Z,61696000,3,637,,SF7BW125,sbox3,904.5,sds-gateway-1,33.86,,,,3,3,-47,10.75,24.01,2757660243
2020-02-01T12:24:40.137077237Z,113152000,1,597,,SF8BW125,sbox11,904.1,sds-gateway-1,55.05,,,,0,0,-58,10.75,23.67,2763965484
2020-02-01T12:26:42.286229254Z,61696000,7,412,,SF7BW125,sbox4,905.3,sds-alex-apt,59.58,,,,0,0,-48,10.5,655.13,3346248332
2020-02-01T12:28:12.330733438Z,61696000,6,1011,,SF7BW125,sbox2,905.1,sds-gateway-1,52.32,,,,1,1,-60,10.5,23.61,2976182764
2020-02-01T12:34:20.740021675Z,113152000,0,400,,SF8BW125,sbox9,903.9,sds-gateway-1,46.93,,,,2,2,-69,12,23.56,3344576156
2020-02-01T12:36:04.79519054Z,61696000,5,205,,SF7BW125,sbox6,904.9,sds-gateway-3,54.16,,,,3,3,-11,10.75,5.77,3018933068
2020-02-01T12:37:09.960910906Z,61696000,0,1146,,SF7BW125,sbox5,903.9,sds-gateway-1,33.63,,,,0,0,-53,9,24.68,3513767619
2020-02-01T12:38:02.257169442Z,61696000,7,742,,SF7BW125,sbox7,905.3,sds-gateway-1,36.4,,,,0,0,-56,9.25,23.75,3566140060
2020-02-01T12:38:52.220724335Z,61696000,7,577,,SF7BW125,sbox10,905.3,sds-gateway-1,45.63,,,,2,2,-69,9,23.81,3616050348
2020-02-01T12:39:33.79492818Z,61696000,7,648,,SF7BW125,sbox3,905.3,sds-gateway-1,33.83,,,,4,4,-105,-5.25,24.01,3657644780
2020-02-01T12:39:40.086832769Z,113152000,5,586,,SF8BW125,sbox11,904.9,sds-gateway-1,55.07,,,,3,3,-63,11.25,23.69,3663949476
2020-02-01T12:43:12.290232832Z,61696000,7,1007,,SF7BW125,sbox2,905.3,sds-gateway-1,52.22,,,,3,3,-63,9.25,23.62,3876168996
2020-02-01T12:49:20.775604912Z,113152000,1,396,,SF8BW125,sbox9,904.1,sds-gateway-1,47.03,,,,4,4,-63,11,23.56,4244560156
2020-02-01T12:51:04.713621851Z,61696000,1,202,,SF7BW125,sbox6,904.1,sds-gateway-3,54.5,,,,12,6,-12,10,5.99,3918929707
2020-02-01T12:52:10.008838974Z,61696000,1,1153,,SF7BW125,sbox5,904.1,sds-gateway-1,33.68,,,,0,0,-53,11,24.72,118782403
2020-02-01T12:53:02.296463147Z,61696000,3,748,,SF7BW125,sbox7,904.5,sds-gateway-1,34.91,,,,0,0,-53,9,23.75,171153459
2020-02-01T12:53:52.166514261Z,61696000,5,570,,SF7BW125,sbox10,904.9,sds-gateway-1,45.57,,,,7,7,-61,9.75,23.81,221073348
2020-02-01T12:54:34.739810804Z,61696000,4,650,,SF7BW125,sbox3,904.7,sds-gateway-1,33.77,,,,4,4,-48,9.5,24.01,262662027
2020-02-01T12:54:40.11190129Z,113152000,1,592,,SF8BW125,sbox11,904.1,sds-gateway-1,55.05,,,,1,1,-57,12.25,23.68,268966308
2020-02-01T12:56:42.305368977Z,61696000,6,409,,SF7BW125,sbox4,905.1,sds-alex-apt,59.62,,,,4,4,-45,10.75,0.07,662120700
2020-02-01T12:58:12.325553954Z,61696000,6,997,,SF7BW125,sbox2,905.1,sds-gateway-1,52,,,,2,2,-61,9.25,23.62,481188156
2020-02-01T13:04:20.636906446Z,113152000,2,397,,SF8BW125,sbox9,904.3,sds-gateway-1,47.04,,,,0,0,-60,8,23.58,849577236
2020-02-01T13:06:04.741052479Z,61696000,5,201,,SF7BW125,sbox6,904.9,sds-gateway-3,54.65,,,,22,0,-10,9.25,6.08,523959252
2020-02-01T13:07:09.866656763Z,61696000,5,1171,,SF7BW125,sbox5,904.9,sds-gateway-1,33.61,,,,0,0,-53,10.25,24.74,1018765140
2020-02-01T13:08:02.244768347Z,61696000,2,738,,SF7BW125,sbox7,904.3,sds-gateway-1,36.53,,,,0,0,-49,8,23.76,1071134971
2020-02-01T13:08:52.220037609Z,61696000,4,560,,SF7BW125,sbox10,904.7,sds-gateway-1,44.87,,,,1,1,-63,10.5,23.78,1121063931
2020-02-01T13:09:33.787940504Z,61696000,7,644,,SF7BW125,sbox3,905.3,sds-gateway-1,33.74,,,,0,0,-103,-4.5,24.03,1162647044
2020-02-01T13:09:40.079952503Z,113152000,7,591,,SF8BW125,sbox11,905.3,sds-gateway-1,54.95,,,,6,6,-63,11.25,23.69,1168950140
2020-02-01T13:11:42.360159652Z,61696000,0,409,,SF7BW125,sbox4,903.9,sds-alex-apt,59.92,,,,3,3,-51,10.5,0.23,1562121627
2020-02-01T13:13:12.287820886Z,61696000,5,992,,SF7BW125,sbox2,904.9,sds-gateway-1,51.89,,,,0,0,-63,10.25,23.62,1381174172
2020-02-01T13:19:20.683921117Z,113152000,4,397,,SF8BW125,sbox9,904.7,sds-gateway-1,47.08,,,,2,2,-64,11.75,23.56,1749561044
2020-02-01T13:21:04.768090062Z,61696000,4,194,,SF7BW125,sbox6,904.7,sds-gateway-3,54.64,,,,1,1,-11,9.5,6.17,1423955563
2020-02-01T13:22:09.812757033Z,61696000,4,1174,,SF7BW125,sbox5,904.7,sds-gateway-1,33.54,,,,0,0,-51,10.5,24.77,1918747595
2020-02-01T13:23:02.198325945Z,61696000,0,742,,SF7BW125,sbox7,903.9,sds-gateway-1,36.38,,,,0,0,-57,11,23.75,1971116059
2020-02-01T13:23:52.162641354Z,61696000,0,566,,SF7BW125,sbox10,903.9,sds-gateway-1,45.6,,,,2,2,-61,10.5,23.81,2021053931
2020-02-01T13:24:33.710830489Z,61696000,2,640,,SF7BW125,sbox3,904.3,sds-gateway-1,33.71,,,,0,0,-45,7.75,24.03,2062631051
2020-02-01T13:24:40.028378039Z,113152000,5,577,,SF8BW125,sbox11,904.9,sds-gateway-1,54.97,,,,1,1,-60,12.25,23.68,2068934132
2020-02-01T13:26:42.308531459Z,61696000,7,411,,SF7BW125,sbox4,905.3,sds-alex-apt,59.46,,,,3,3,-48,9.75,0.56,2462121764
2020-02-01T13:28:12.219922664Z,61696000,3,989,,SF7BW125,sbox2,904.5,sds-gateway-1,51.77,,,,0,0,-61,10,23.64,2281160459
2020-02-01T13:34:20.638324692Z,113152000,7,391,,SF8BW125,sbox9,905.3,sds-gateway-1,47.06,,,,0,0,-62,10.75,23.58,2649545036
2020-02-01T13:36:04.701126554Z,61696000,7,190,,SF7BW125,sbox6,905.3,sds-gateway-3,54.84,,,,2,2,-13,9.25,6.38,2323951956
2020-02-01T13:37:09.875414999Z,61696000,7,1154,,SF7BW125,sbox5,905.3,sds-gateway-1,33.52,,,,0,0,-52,9.5,24.81,2818730004
2020-02-01T13:38:02.320483422Z,61696000,1,736,,SF7BW125,sbox7,904.1,sds-gateway-1,35.57,,,,0,0,-54,10.5,23.76,2871097107
2020-02-01T13:38:52.113427056Z,61696000,4,557,,SF7BW125,sbox10,904.7,sds-gateway-1,45.44,,,,3,3,-61,10,23.84,2921044347
2020-02-01T13:39:33.766584448Z,61696000,3,646,,SF7BW125,sbox3,904.5,sds-gateway-1,33.69,,,,0,0,-46,10,24.06,2962615427
2020-02-01T13:39:39.986222037Z,113152000,2,588,,SF8BW125,sbox11,904.3,sds-gateway-1,54.93,,,,1,1,-61,8.25,23.71,2968918084
2020-02-01T13:41:42.361944918Z,61696000,5,407,,SF7BW125,sbox4,904.9,sds-alex-apt,58.8,,,,4,4,-46,10.75,1.71,3362121524
2020-02-01T13:43:12.271574897Z,61696000,7,988,,SF7BW125,sbox2,905.3,sds-gateway-1,51.57,,,,1,1,-61,10,23.65,3181146676
2020-02-01T13:49:20.692634525Z,113152000,0,381,,SF8BW125,sbox9,903.9,sds-gateway-1,47.19,,,,1,1,-65,10.75,23.63,3549529108
2020-02-01T13:51:04.735226917Z,61696000,5,198,,SF7BW125,sbox6,904.9,sds-gateway-3,54.98,,,,2,2,-13,10.75,6.65,3223948140
2020-02-01T13:52:09.838754944Z,61696000,0,1147,,SF7BW125,sbox5,903.9,sds-gateway-1,33.59,,,,0,0,-53,9.75,24.83,3718712427
2020-02-01T13:53:02.18843217Z,61696000,7,733,,SF7BW125,sbox7,905.3,sds-gateway-1,36.33,,,,0,0,-54,9,23.78,3771078148
2020-02-01T13:53:52.157518226Z,61696000,1,558,,SF7BW125,sbox10,904.1,sds-gateway-1,45.39,,,,1,1,-59,9.5,23.85,3821034635
2020-02-01T13:54:33.719299331Z,61696000,4,631,,SF7BW125,sbox3,904.7,sds-gateway-1,33.72,,,,0,0,-49,10,24.06,3862600075
2020-02-01T13:54:40.05459648Z,113152000,7,593,,SF8BW125,sbox11,905.3,sds-gateway-1,54.88,,,,0,0,-109,-8,23.72,3868902452
2020-02-01T13:56:42.325530876Z,61696000,0,415,,SF7BW125,sbox4,903.9,sds-alex-apt,58.17,,,,4,4,-49,10.5,2.35,4262120179
2/1/2020 1:58:12 PM,61696000,4,978,,SF7BW125,sbox2,904.7,sds-gateway-1,51.6,,,,0,0,-62,9.25,23.65,4081133315
2020-02-01T14:04:20.632068263Z,113152000,6,386,,SF8BW125,sbox9,905.1,sds-gateway-1,47.23,,,,1,1,-61,11.25,23.59,154546324
2020-02-01T14:06:04.764210407Z,61696000,1,192,,SF7BW125,sbox6,904.1,sds-gateway-3,55.19,,,,2,2,-13,10,6.71,4123944571
2020-02-01T14:07:09.780239124Z,61696000,6,1153,,SF7BW125,sbox5,905.1,sds-gateway-1,33.51,,,,0,0,-52,10.25,24.88,323727876
2020-02-01T14:08:02.142499172Z,61696000,0,729,,SF7BW125,sbox7,903.9,sds-gateway-1,36.32,,,,0,0,-59,10.75,23.79,376092347
2020-02-01T14:08:52.108172128Z,61696000,5,548,,SF7BW125,sbox10,904.9,sds-gateway-1,45.02,,,,3,3,-58,9.25,23.85,426058076
2020-02-01T14:09:33.688284821Z,61696000,2,635,,SF7BW125,sbox3,904.3,sds-gateway-1,33.7,,,,0,0,-48,8,24.08,467617579
2020-02-01T14:09:40.059206105Z,113152000,6,587,,SF8BW125,sbox11,905.1,sds-gateway-1,54.84,,,,1,1,-54,11,23.74,473918796
2020-02-01T14:11:42.365595018Z,61696000,2,418,,SF7BW125,sbox4,904.3,sds-alex-apt,57.7,,,,0,0,-47,7.25,3,867150883
2020-02-01T14:13:12.267490514Z,61696000,6,982,,SF7BW125,sbox2,905.1,sds-gateway-1,51.49,,,,1,1,-59,9.25,23.68,686151884
2020-02-01T14:19:20.578887174Z,113152000,0,382,,SF8BW125,sbox9,903.9,sds-gateway-1,47.29,,,,1,1,-69,12,23.62,1054530036
2020-02-01T14:22:09.895253755Z,61696000,0,1145,,SF7BW125,sbox5,903.9,sds-gateway-1,33.56,,,,0,0,-53,9,24.86,1223709571
2020-02-01T14:23:02.18830131Z,61696000,3,732,,SF7BW125,sbox7,904.5,sds-gateway-1,36.33,,,,0,0,-58,10.75,23.8,1276072659
2020-02-01T14:23:52.161164442Z,61696000,0,554,,SF7BW125,sbox10,903.9,sds-gateway-1,45.4,,,,6,6,-65,8.75,23.88,1326047963
2020-02-01T14:24:33.726061963Z,61696000,6,635,,SF7BW125,sbox3,905.1,sds-gateway-1,33.7,,,,1,1,-45,10,24.08,1367601780
2020-02-01T14:24:40.102693257Z,113152000,1,595,,SF8BW125,sbox11,904.1,sds-gateway-1,54.76,,,,1,1,-57,12.75,23.75,1373902660
2020-02-01T14:26:42.31273777Z,61696000,6,424,,SF7BW125,sbox4,905.1,sds-alex-apt,57.21,,,,0,0,-47,9.75,3.78,1767148492
2020-02-01T14:28:12.22077059Z,61696000,7,980,,SF7BW125,sbox2,905.3,sds-gateway-1,51.41,,,,0,0,-61,9.5,23.68,1586138132
2020-02-01T14:34:20.627950555Z,113152000,3,386,,SF8BW125,sbox9,904.5,sds-gateway-1,47.3,,,,2,2,-64,10.75,23.63,1954514036
2020-02-01T14:36:04.728930052Z,61696000,5,199,,SF7BW125,sbox6,904.9,sds-gateway-3,55.82,,,,2,2,-12,9.25,7.59,1628968004
2020-02-01T14:37:09.771450516Z,61696000,3,1157,,SF7BW125,sbox5,904.5,sds-gateway-1,33.52,,,,0,0,-50,9.75,24.89,2123692299
2020-02-01T14:38:02.136670494Z,61696000,4,739,,SF7BW125,sbox7,904.7,sds-gateway-1,34.96,,,,0,0,-57,9.25,23.79,2176054195
2020-02-01T14:38:52.105656421Z,61696000,5,554,,SF7BW125,sbox10,904.9,sds-gateway-1,45.36,,,,5,5,-63,10.25,23.89,2226038244
2020-02-01T14:39:33.657656117Z,61696000,2,632,,SF7BW125,sbox3,904.3,sds-gateway-1,33.73,,,,1,1,-46,7.25,24.08,2267586243
2020-02-01T14:39:39.999872489Z,113152000,4,581,,SF8BW125,sbox11,904.7,sds-gateway-1,54.83,,,,6,6,-55,12.25,23.77,2273886716
2020-02-01T14:41:42.275000321Z,61696000,4,423,,SF7BW125,sbox4,904.7,sds-alex-apt,56.67,,,,0,0,-46,9.25,4.42,2667143939
2020-02-01T14:43:12.164890755Z,61696000,3,973,,SF7BW125,sbox2,904.5,sds-gateway-1,51.4,,,,1,1,-60,9.5,23.68,2486124307
