time,airtime,channel,co2,data_rate,dev_id,frequency,gtw_id,humidity,latitude,longitude,pm10,pm25,rssi,snr,temp,timestamp
2020-02-07T19:12:21.926117934Z,61696000,5,456,SF7BW125,sbox11,904.9,sds-gateway-1,58.96,38.030388,-78.484,0,0,-63,10.5,19.3,1363677748
2020-02-07T19:13:28.25978182Z,205824000,3,662,SF9BW125,sbox7,904.5,sds-alex-apt,77.67,38.027557,-78.51521,0,0,-107,7.75,11.58,362278060
2020-02-07T19:18:00.502458713Z,61696000,5,699,SF7BW125,sbox8,904.9,sds-gateway-1,68.02,38.030388,-78.484,0,0,-59,10,19.05,1702240692
2020-02-07T19:20:24.512046718Z,61696000,6,398,SF7BW125,sbox3,905.1,link-lab-smart-cville-2,77.98,38.020855,-78.47398,0,0,-59,9.5,23.57,3090187156
2020-02-07T19:20:59.959405345Z,61696000,4,124,SF7BW125,sbox6,904.7,sds-gateway-3,70.19,38.026337,-78.50461,0,0,-15,9.5,13.99,1077508211
2020-02-07T19:24:54.202068272Z,61696000,6,752,SF7BW125,sbox10,905.1,center-for-civic-innovation,44.31,38.030693,-78.47908,1,1,-61,10.5,21.3,2803533772
2020-02-07T19:26:35.858582656Z,61696000,4,359,SF7BW125,sbox4,904.7,sds-alex-apt,56.65,38.027557,-78.51521,0,0,-40,9,7.92,1149875427
2020-02-07T19:27:21.986721267Z,61696000,3,452,SF7BW125,sbox11,904.5,sds-gateway-1,59.4,38.030388,-78.484,0,0,-65,9.25,18.4,2263662523
2020-02-07T19:28:28.220467273Z,205824000,2,662,SF9BW125,sbox7,904.3,sds-alex-apt,77.67,38.027557,-78.51521,0,0,-108,3.5,11.58,1262265068
2020-02-07T19:33:00.652194193Z,61696000,0,683,SF7BW125,sbox8,903.9,sds-gateway-1,67.7,38.030388,-78.484,0,0,-60,10,18.3,2602217603
2020-02-07T19:35:24.50574083Z,61696000,5,381,SF7BW125,sbox3,904.9,link-lab-smart-cville-2,72.39,38.020855,-78.47398,0,0,-60,8.75,21.09,3990171460
2020-02-07T19:35:59.939980526Z,61696000,7,123,SF7BW125,sbox6,905.3,sds-gateway-3,69.47,38.026337,-78.50461,0,0,-16,9.25,13.55,1977497604
2020-02-07T19:39:54.21245252Z,61696000,1,752,SF7BW125,sbox10,904.1,center-for-civic-innovation,45.41,38.030693,-78.47908,0,0,-63,9.75,20.56,3703524899
2020-02-07T19:41:35.800828538Z,61696000,5,376,SF7BW125,sbox4,904.9,sds-alex-apt,54.44,38.027557,-78.51521,0,0,-41,9.25,7.9,2049864836
2020-02-07T19:42:21.934015866Z,61696000,4,455,SF7BW125,sbox11,904.7,sds-gateway-1,59.45,38.030388,-78.484,0,0,-63,9,18.55,3163647315
2020-02-07T19:43:28.267590245Z,205824000,4,662,SF9BW125,sbox7,904.7,sds-alex-apt,77.67,38.027557,-78.51521,0,0,-102,-5.75,11.58,2162252948
2020-02-07T19:48:00.550659188Z,61696000,2,687,SF7BW125,sbox8,904.3,sds-gateway-1,73.04,38.030388,-78.484,0,0,-55,7.25,18.62,3502194651
2020-02-07T19:50:24.489138331Z,61696000,3,380,SF7BW125,sbox3,904.5,link-lab-smart-cville-2,81.85,38.020855,-78.47398,0,0,-65,10,19.19,595190131
2020-02-07T19:50:59.935628977Z,61696000,2,118,SF7BW125,sbox6,904.3,sds-gateway-3,69.42,38.026337,-78.50461,0,0,-15,7.5,13.1,2877487563
2020-02-07T19:54:54.204184404Z,61696000,0,744,SF7BW125,sbox10,903.9,center-for-civic-innovation,45.46,38.030693,-78.47908,1,1,-65,11,20.27,308548883
2020-02-07T19:56:35.852796935Z,61696000,1,385,SF7BW125,sbox4,904.1,sds-alex-apt,55.26,38.027557,-78.51521,0,0,-43,10.5,8.39,2949854451
2020-02-07T19:57:21.900070076Z,61696000,7,465,SF7BW125,sbox11,905.3,sds-gateway-1,58.86,38.030388,-78.484,0,0,-61,9.5,18.57,4063632156
2020-02-07T19:58:28.207158904Z,205824000,2,662,SF9BW125,sbox7,904.3,sds-alex-apt,77.67,38.027557,-78.51521,0,0,-97,-3.25,11.58,3062241124
2020-02-07T20:03:00.475255973Z,61696000,1,688,SF7BW125,sbox8,904.1,sds-gateway-1,74.88,38.030388,-78.484,0,0,-106,-4.25,18.9,107204267
2020-02-07T20:05:24.493885143Z,61696000,6,387,SF7BW125,sbox3,905.1,link-lab-smart-cville-2,81.85,38.020855,-78.47398,0,0,-63,9.75,19.19,1495178196
2020-02-07T20:06:00.231177351Z,61696000,6,124,SF7BW125,sbox6,905.1,sds-gateway-3,69.44,38.026337,-78.50461,0,0,-51,-1,12.85,3777477980
2/7/2020 8:09:54 PM,61696000,5,742,SF7BW125,sbox10,904.9,center-for-civic-innovation,45.04,38.030693,-78.47908,0,0,-60,9.75,20.65,1208540284
2020-02-07T20:11:35.813796597Z,61696000,4,383,SF7BW125,sbox4,904.7,sds-alex-apt,52.52,38.027557,-78.51521,0,0,-42,9,9.65,3849843835
2020-02-07T20:12:21.937344416Z,61696000,4,456,SF7BW125,sbox11,904.7,sds-gateway-1,58.55,38.030388,-78.484,0,0,-63,11,19.31,668649755
2020-02-07T20:13:29.156722897Z,205824000,7,662,SF9BW125,sbox7,905.3,sds-alex-apt,77.67,38.027557,-78.51521,0,0,-105,2.25,11.58,3963228172
2020-02-07T20:18:00.446617996Z,61696000,6,687,SF7BW125,sbox8,905.1,sds-gateway-1,72.25,38.030388,-78.484,0,0,-54,10.75,19.25,1007181196
2020-02-07T20:20:24.469304071Z,61696000,4,385,SF7BW125,sbox3,904.7,link-lab-smart-cville-2,81.85,38.020855,-78.47398,0,0,-65,9.5,19.19,2395165947
2020-02-07T20:20:59.856011792Z,61696000,4,121,SF7BW125,sbox6,904.7,sds-gateway-3,69.7,38.026337,-78.50461,0,0,-17,9.75,13.58,382500323
2020-02-07T20:24:54.207918723Z,61696000,3,733,SF7BW125,sbox10,904.5,center-for-civic-innovation,43.42,38.030693,-78.47908,0,0,-61,9.75,21.53,2108531323
2020-02-07T20:26:36.854144433Z,61696000,2,382,SF7BW125,sbox4,904.3,sds-alex-apt,50.9,38.027557,-78.51521,0,0,-41,8.25,9.8,455864259
2020-02-07T20:28:28.20674143Z,205824000,4,662,SF9BW125,sbox7,904.7,sds-alex-apt,77.67,38.027557,-78.51521,0,0,-107,10,11.58,567250092
2020-02-07T20:33:00.471052652Z,61696000,1,685,SF7BW125,sbox8,904.1,sds-gateway-1,74.43,38.030388,-78.484,3,3,-55,10.75,19.01,1907158987
2020-02-07T20:35:24.462629411Z,61696000,7,381,SF7BW125,sbox3,905.3,link-lab-smart-cville-2,81.85,38.020855,-78.47398,0,0,-64,10.75,19.19,3295154324
2020-02-07T20:35:59.879605029Z,61696000,3,122,SF7BW125,sbox6,904.5,sds-gateway-3,69.16,38.026337,-78.50461,0,0,-16,9.75,13.26,1282490403
2020-02-07T20:39:54.214591271Z,61696000,6,727,SF7BW125,sbox10,905.1,center-for-civic-innovation,44.99,38.030693,-78.47908,0,0,-65,9.75,20.21,3008522524
2020-02-07T20:41:35.883936324Z,61696000,5,369,SF7BW125,sbox4,904.9,sds-alex-apt,55.48,38.027557,-78.51521,0,0,-40,9.75,8.27,1354854228
2020-02-07T20:42:21.838403079Z,61696000,0,457,SF7BW125,sbox11,903.9,sds-gateway-1,58.17,38.030388,-78.484,6,6,-63,9.5,18.79,2468620139
2020-02-07T20:43:28.153380163Z,205824000,3,662,SF9BW125,sbox7,904.5,sds-alex-apt,77.67,38.027557,-78.51521,0,0,-107,7,11.58,1467238260
2020-02-07T20:48:00.427866226Z,61696000,6,690,SF7BW125,sbox8,905.1,sds-gateway-1,73,38.030388,-78.484,1,1,-55,10.25,18.72,2807135044
2020-02-07T20:50:24.45088159Z,61696000,2,373,SF7BW125,sbox3,904.3,link-lab-smart-cville-2,81.85,38.020855,-78.47398,0,0,-63,8,19.19,4195144731
2020-02-07T20:50:59.963266811Z,61696000,2,117,SF7BW125,sbox6,904.3,sds-gateway-3,68.99,38.026337,-78.50461,0,0,-15,7.5,12.66,2182480611
2020-02-07T20:54:54.208862071Z,61696000,7,749,SF7BW125,sbox10,905.3,center-for-civic-innovation,45.41,38.030693,-78.47908,0,0,-61,8.5,19.97,3908514172
2020-02-07T20:56:35.754733839Z,61696000,0,368,SF7BW125,sbox4,903.9,sds-alex-apt,56.72,38.027557,-78.51521,0,0,-43,10.75,8.06,2254843643
2020-02-07T20:57:21.907322094Z,61696000,0,463,SF7BW125,sbox11,903.9,sds-gateway-1,58.06,38.030388,-78.484,8,2,-106,-3.25,18.32,3368604107
2020-02-07T20:58:28.203437001Z,205824000,5,662,SF9BW125,sbox7,904.9,sds-alex-apt,77.67,38.027557,-78.51521,0,0,-108,3.5,11.58,2367226996
2020-02-07T21:03:00.572920907Z,61696000,0,698,SF7BW125,sbox8,903.9,sds-gateway-1,73.89,38.030388,-78.484,0,0,-55,9.25,18.38,3707112083
2020-02-07T21:05:24.443678525Z,61696000,0,371,SF7BW125,sbox3,903.9,link-lab-smart-cville-2,81.85,38.020855,-78.47398,0,0,-63,8.75,19.19,800169891
2020-02-07T21:05:59.894936161Z,61696000,4,116,SF7BW125,sbox6,904.7,sds-gateway-3,68.85,38.026337,-78.50461,0,0,-17,9,12.27,3082471163
2020-02-07T21:09:54.213398841Z,61696000,0,762,SF7BW125,sbox10,903.9,center-for-civic-innovation,42.76,38.030693,-78.47908,0,0,-65,9.25,22.35,513538075
2020-02-07T21:11:35.810198838Z,61696000,1,367,SF7BW125,sbox4,904.1,sds-alex-apt,54.86,38.027557,-78.51521,0,0,-42,10.25,10.78,3154832907
2020-02-07T21:12:21.848090464Z,61696000,5,461,SF7BW125,sbox11,904.9,sds-gateway-1,58.37,38.030388,-78.484,6,3,-60,9.25,18.47,4268589044
2020-02-07T21:13:28.165225261Z,205824000,3,662,SF9BW125,sbox7,904.5,sds-alex-apt,77.67,38.027557,-78.51521,0,0,-107,7.5,11.58,3267215796
2020-02-07T21:18:00.34248779Z,61696000,6,695,SF7BW125,sbox8,905.1,sds-gateway-1,73.25,38.030388,-78.484,0,0,-55,10.75,18.44,312121700
2020-02-07T21:20:24.439715509Z,61696000,3,372,SF7BW125,sbox3,904.5,link-lab-smart-cville-2,81.85,38.020855,-78.47398,0,0,-61,9.5,19.19,1700162035
2020-02-07T21:20:59.926594399Z,61696000,6,124,SF7BW125,sbox6,905.1,sds-gateway-3,68.76,38.026337,-78.50461,0,0,-11,9,12,3982461828
2020-02-07T21:24:54.119031669Z,61696000,2,704,SF7BW125,sbox10,904.3,center-for-civic-innovation,45.56,38.030693,-78.47908,1,1,-61,7.25,19.41,1413529267
2020-02-07T21:26:35.756840782Z,61696000,0,365,SF7BW125,sbox4,903.9,sds-alex-apt,49.67,38.027557,-78.51521,0,0,-42,8.75,10.33,4054820403
2020-02-07T21:27:21.807557027Z,61696000,0,471,SF7BW125,sbox11,903.9,sds-gateway-1,58.23,38.030388,-78.484,5,3,-64,9.75,17.98,873606675
2020-02-07T21:28:28.207122336Z,205824000,7,662,SF9BW125,sbox7,905.3,sds-alex-apt,77.67,38.027557,-78.51521,0,0,-106,7,11.58,4167204812
2020-02-07T21:33:00.581123464Z,61696000,0,697,SF7BW125,sbox8,903.9,sds-gateway-1,72.43,38.030388,-78.484,0,0,-57,10.5,17.64,1212098755
2020-02-07T21:35:24.438582088Z,61696000,4,374,SF7BW125,sbox3,904.7,link-lab-smart-cville-2,81.85,38.020855,-78.47398,0,0,-63,9.75,19.19,2600155763
2020-02-07T21:35:59.920277797Z,61696000,5,123,SF7BW125,sbox6,904.9,sds-gateway-3,68.72,38.026337,-78.50461,0,0,-15,10.25,11.69,587485588
2020-02-07T21:39:54.119149873Z,61696000,4,695,SF7BW125,sbox10,904.7,center-for-civic-innovation,47,38.030693,-78.47908,0,0,-63,9.75,17.73,2313520771
2020-02-07T21:41:35.788291316Z,61696000,2,361,SF7BW125,sbox4,904.3,sds-alex-apt,50.9,38.027557,-78.51521,0,0,-40,6.75,10.53,659841051
2020-02-07T21:42:21.861289559Z,61696000,3,476,SF7BW125,sbox11,904.5,sds-gateway-1,58.07,38.030388,-78.484,4,2,-61,9.5,17.46,1773592027
2020-02-07T21:43:28.148335143Z,205824000,3,662,SF9BW125,sbox7,904.5,sds-alex-apt,77.67,38.027557,-78.51521,0,0,-105,7.25,11.58,772226668
2020-02-07T21:48:00.322582469Z,61696000,4,704,SF7BW125,sbox8,904.7,sds-gateway-1,73.41,38.030388,-78.484,0,0,-58,10.75,17.23,2112076051
2020-02-07T21:50:24.413568649Z,61696000,0,376,SF7BW125,sbox3,903.9,link-lab-smart-cville-2,81.85,38.020855,-78.47398,0,0,-62,9.75,19.19,3500149363
2020-02-07T21:50:59.857187085Z,61696000,1,127,SF7BW125,sbox6,904.1,sds-gateway-3,68.35,38.026337,-78.50461,0,0,-12,8.5,11.36,1487476755
2020-02-07T21:54:54.126981985Z,61696000,3,647,SF7BW125,sbox10,904.5,center-for-civic-innovation,47.74,38.030693,-78.47908,1,1,-63,10.5,16.29,3213512963
2020-02-07T21:56:35.760825201Z,61696000,0,373,SF7BW125,sbox4,903.9,sds-alex-apt,54.94,38.027557,-78.51521,0,0,-42,9.5,8.83,1559829387
2020-02-07T21:57:21.805321049Z,61696000,5,486,SF7BW125,sbox11,904.9,sds-gateway-1,58.09,38.030388,-78.484,4,3,-57,10.25,17.34,2673576876
2020-02-07T21:58:28.102937908Z,205824000,1,662,SF9BW125,sbox7,904.1,sds-alex-apt,77.67,38.027557,-78.51521,0,0,-107,8.75,11.58,1672216348
2020-02-07T22:03:00.275360685Z,61696000,5,704,SF7BW125,sbox8,904.9,sds-gateway-1,73.47,38.030388,-78.484,1,1,-52,8,17.16,3012053852
2020-02-07T22:05:24.410955018Z,61696000,3,375,SF7BW125,sbox3,904.5,link-lab-smart-cville-2,81.85,38.020855,-78.47398,0,0,-63,10.25,19.19,105176683
2020-02-07T22:06:01.011654486Z,61696000,0,125,SF7BW125,sbox6,903.9,sds-gateway-3,68.57,38.026337,-78.50461,0,0,-11,9.75,11.01,748267739
2020-02-07T22:09:54.131394223Z,61696000,5,634,SF7BW125,sbox10,904.9,center-for-civic-innovation,49.98,38.030693,-78.47908,1,1,-60,9.75,15.38,4113504628
2020-02-07T22:11:35.785466801Z,61696000,1,364,SF7BW125,sbox4,904.1,sds-alex-apt,54.72,38.027557,-78.51521,0,0,-40,9.5,8.28,2459818595
2020-02-07T22:12:21.772909053Z,61696000,1,492,SF7BW125,sbox11,904.1,sds-gateway-1,57.69,38.030388,-78.484,5,4,-57,10,17.2,3573562051
2020-02-07T22:13:29.149752277Z,205824000,6,662,SF9BW125,sbox7,905.1,sds-alex-apt,77.67,38.027557,-78.51521,0,0,-102,7,11.58,2573206060
2020-02-07T22:18:00.228502543Z,61696000,2,707,SF7BW125,sbox8,904.3,sds-gateway-1,72.53,38.030388,-78.484,2,2,-50,8,16.98,3912030811
2020-02-07T22:20:24.40773604Z,61696000,6,375,SF7BW125,sbox3,905.1,link-lab-smart-cville-2,81.85,38.020855,-78.47398,0,0,-65,10,19.19,1005172028
2020-02-07T22:20:59.882669944Z,61696000,5,120,SF7BW125,sbox6,904.9,sds-gateway-3,68.4,38.026337,-78.50461,0,0,-13,9.25,10.63,1647260204
2020-02-07T22:24:54.122528916Z,61696000,3,631,SF7BW125,sbox10,904.5,center-for-civic-innovation,46.17,38.030693,-78.47908,0,0,-60,9.25,15.48,718529803
2020-02-07T22:26:36.749087127Z,61696000,3,361,SF7BW125,sbox4,904.5,sds-alex-apt,56.44,38.027557,-78.51521,0,0,-42,9.5,5.8,3360808187
2020-02-07T22:27:22.827818242Z,61696000,5,492,SF7BW125,sbox11,904.9,sds-gateway-1,58.04,38.030388,-78.484,7,6,-57,9.75,17.09,178580036
2020-02-07T22:28:28.106101766Z,205824000,5,662,SF9BW125,sbox7,904.9,sds-alex-apt,77.67,38.027557,-78.51521,0,0,-105,7.25,11.58,3472197572
2020-02-07T22:33:01.282082117Z,61696000,5,707,SF7BW125,sbox8,904.9,sds-gateway-1,75.37,38.030388,-78.484,2,2,-54,10.25,17.06,518040300
2020-02-07T22:35:24.38321805Z,61696000,3,371,SF7BW125,sbox3,904.5,link-lab-smart-cville-2,81.85,38.020855,-78.47398,0,0,-61,9,19.19,1905168259
2020-02-07T22:35:59.837222433Z,61696000,6,119,SF7BW125,sbox6,905.1,sds-gateway-3,68.54,38.026337,-78.50461,0,0,-13,9.75,10.39,2547252284
2020-02-07T22:39:54.140001002Z,61696000,6,593,SF7BW125,sbox10,905.1,center-for-civic-innovation,47.83,38.030693,-78.47908,1,1,-61,10.25,13.89,1618522428
2020-02-07T22:42:21.762156915Z,61696000,3,501,SF7BW125,sbox11,904.5,sds-gateway-1,57.73,38.030388,-78.484,0,0,-61,9.75,17.51,1078565547
2020-02-07T22:44:52.767992552Z,61696000,0,351,SF7BW125,sbox4,903.9,sds-alex-apt,60.55,38.027557,-78.51521,0,0,-42,9.25,5.01,4259800643
2020-02-07T22:44:52.848937429Z,205824000,6,662,SF9BW125,sbox7,905.1,sds-alex-apt,77.67,38.027557,-78.51521,0,0,-109,6,11.58,77221932
2020-02-07T22:48:00.234224216Z,61696000,2,706,SF7BW125,sbox8,904.3,sds-gateway-1,74.86,38.030388,-78.484,0,0,-57,5,17.09,1417018483
2020-02-07T22:50:24.451488279Z,61696000,7,363,SF7BW125,sbox3,905.3,link-lab-smart-cville-2,81.85,38.020855,-78.47398,0,0,-65,9.75,19.19,378627220
2020-02-07T22:50:59.860885214Z,61696000,2,115,SF7BW125,sbox6,904.3,sds-gateway-3,68.38,38.026337,-78.50461,0,0,-13,7.75,10.02,3447243195
2020-02-07T22:54:54.129636033Z,61696000,5,585,SF7BW125,sbox10,904.9,center-for-civic-innovation,45.6,38.030693,-78.47908,2,2,-60,9,13.35,2518515644
2020-02-07T22:56:35.748147152Z,61696000,6,358,SF7BW125,sbox4,905.1,sds-alex-apt,56.77,38.027557,-78.51521,0,0,-40,9.25,4.55,864826244
2020-02-07T22:57:21.856737695Z,61696000,5,500,SF7BW125,sbox11,904.9,sds-gateway-1,57.61,38.030388,-78.484,0,0,-58,10.5,16.99,1978550484
2020-02-07T22:58:28.088076137Z,205824000,4,662,SF9BW125,sbox7,904.7,sds-alex-apt,77.67,38.027557,-78.51521,0,0,-103,8,11.58,977214172
2020-02-07T23:03:00.276338432Z,61696000,7,710,SF7BW125,sbox8,905.3,sds-gateway-1,74.58,38.030388,-78.484,0,0,-57,9.25,16.7,2316996020
2020-02-07T23:05:25.441924549Z,61696000,4,363,SF7BW125,sbox3,904.7,link-lab-smart-cville-2,81.85,38.020855,-78.47398,0,0,-66,10.25,19.19,1279624915
2020-02-07T23:05:59.78104502Z,61696000,4,122,SF7BW125,sbox6,904.7,sds-gateway-3,68.4,38.026337,-78.50461,0,0,-12,9,9.71,52269811
2020-02-07T23:09:54.136167979Z,61696000,6,555,SF7BW125,sbox10,905.1,center-for-civic-innovation,47.58,38.030693,-78.47908,1,1,-63,10.75,12.78,3418508940
2020-02-07T23:11:35.680819117Z,61696000,3,374,SF7BW125,sbox4,904.5,sds-alex-apt,57.34,38.027557,-78.51521,0,0,-42,11.25,4.27,1764819787
2020-02-07T23:12:21.849744758Z,61696000,7,509,SF7BW125,sbox11,905.3,sds-gateway-1,57.72,38.030388,-78.484,0,0,-60,9,17.27,2878535852
2020-02-07T23:13:28.131905757Z,205824000,1,662,SF9BW125,sbox7,904.1,sds-alex-apt,77.67,38.027557,-78.51521,0,0,-105,7.5,11.58,1877207180
2020-02-07T23:18:00.237131603Z,61696000,4,724,SF7BW125,sbox8,904.7,sds-gateway-1,76.15,38.030388,-78.484,0,0,-57,10.5,17.05,3216973507
2020-02-07T23:20:24.426410077Z,61696000,1,360,SF7BW125,sbox3,904.1,link-lab-smart-cville-2,81.85,38.020855,-78.47398,2,2,-63,9,19.19,2178623131
2020-02-07T23:20:59.808775088Z,61696000,1,230,SF7BW125,sbox6,904.1,sds-gateway-3,69.49,38.026337,-78.50461,0,0,-28,10.5,9.59,952262531
2020-02-07T23:24:54.130884202Z,61696000,0,512,SF7BW125,sbox10,903.9,center-for-civic-innovation,47.96,38.030693,-78.47908,0,0,-67,9.25,11.73,23535395
2020-02-07T23:26:35.812890604Z,61696000,0,365,SF7BW125,sbox4,903.9,sds-alex-apt,61.31,38.027557,-78.51521,0,0,-42,8.75,3.89,2664813931
2020-02-07T23:27:21.724927834Z,61696000,4,512,SF7BW125,sbox11,904.7,sds-gateway-1,57.36,38.030388,-78.484,0,0,-63,10,17.23,3778521107
2020-02-07T23:28:28.084133242Z,205824000,6,662,SF9BW125,sbox7,905.1,sds-alex-apt,77.67,38.027557,-78.51521,0,0,-111,4,11.58,2777196740
2020-02-07T23:33:00.210353697Z,61696000,3,737,SF7BW125,sbox8,904.5,sds-gateway-1,75.17,38.030388,-78.484,0,0,-54,9,16.85,4116950947
2020-02-07T23:35:24.422019619Z,61696000,5,368,SF7BW125,sbox3,904.9,link-lab-smart-cville-2,81.85,38.020855,-78.47398,1,1,-63,10,19.19,3078621772
2020-02-07T23:35:59.841405489Z,61696000,0,166,SF7BW125,sbox6,903.9,sds-gateway-3,69.3,38.026337,-78.50461,0,0,-33,11.75,8.9,1852255675
2020-02-07T23:39:54.156915548Z,61696000,4,499,SF7BW125,sbox10,904.7,center-for-civic-innovation,45.68,38.030693,-78.47908,1,1,-65,10,11.45,923529491
2020-02-07T23:41:35.698465948Z,61696000,1,365,SF7BW125,sbox4,904.1,sds-alex-apt,65.48,38.027557,-78.51521,0,0,-42,9.25,3.64,3564808723
2020-02-07T23:42:21.76716929Z,61696000,2,519,SF7BW125,sbox11,904.3,sds-gateway-1,57.69,38.030388,-78.484,0,0,-63,7.75,17.03,383539059
2020-02-07T23:43:28.127185869Z,205824000,5,662,SF9BW125,sbox7,904.9,sds-alex-apt,77.67,38.027557,-78.51521,0,0,-102,7.75,11.58,3677193428
2020-02-07T23:48:00.223247221Z,61696000,7,744,SF7BW125,sbox8,905.3,sds-gateway-1,75.48,38.030388,-78.484,0,0,-57,10.25,16.65,721961068
2020-02-07T23:50:24.402065485Z,61696000,3,362,SF7BW125,sbox3,904.5,link-lab-smart-cville-2,81.85,38.020855,-78.47398,1,1,-63,9.75,19.19,3978620851
2020-02-07T23:54:54.162443339Z,61696000,3,463,SF7BW125,sbox10,904.5,center-for-civic-innovation,44.86,38.030693,-78.47908,3,3,-65,9.75,10.86,1823524035
2020-02-07T23:56:35.722337205Z,61696000,6,368,SF7BW125,sbox4,905.1,sds-alex-apt,63.04,38.027557,-78.51521,0,0,-41,9.5,3.65,169836508
2020-02-07T23:57:21.725279056Z,61696000,5,528,SF7BW125,sbox11,904.9,sds-gateway-1,57.75,38.030388,-78.484,0,0,-60,9.75,16.95,1283524356
2020-02-07T23:58:28.076894362Z,205824000,4,662,SF9BW125,sbox7,904.7,sds-alex-apt,77.67,38.027557,-78.51521,0,0,-105,7,11.58,282219860
2020-02-08T00:03:00.115801662Z,61696000,6,746,SF7BW125,sbox8,905.1,sds-gateway-1,75.95,38.030388,-78.484,0,0,-55,9.75,16.79,1621938564
2020-02-08T00:05:24.392804881Z,61696000,6,364,SF7BW125,sbox3,905.1,link-lab-smart-cville-2,81.85,38.020855,-78.47398,0,0,-63,9,19.19,583652796
2020-02-08T00:05:59.783240166Z,61696000,7,155,SF7BW125,sbox6,905.3,sds-gateway-3,69.57,38.026337,-78.50461,7,7,-31,10,8.45,872976724
2020-02-08T00:09:54.166012357Z,61696000,0,462,SF7BW125,sbox10,903.9,center-for-civic-innovation,44,38.030693,-78.47908,4,4,-69,9.25,10.84,2723518795
2020-02-08T00:11:35.678390896Z,61696000,7,369,SF7BW125,sbox4,905.3,sds-alex-apt,60.22,38.027557,-78.51521,0,0,-43,10.25,3.47,1069831660
2020-02-08T00:12:21.672046386Z,61696000,6,535,SF7BW125,sbox11,905.1,sds-gateway-1,57.33,38.030388,-78.484,0,0,-59,9.5,16.98,2183509644
2020-02-08T00:13:29.122341395Z,205824000,3,662,SF9BW125,sbox7,904.5,sds-alex-apt,77.67,38.027557,-78.51521,0,0,-99,-3.25,11.58,1183212924
2020-02-08T00:18:00.151080288Z,61696000,3,743,SF7BW125,sbox8,904.5,sds-gateway-1,75.72,38.030388,-78.484,0,0,-55,9.5,16.7,2521916091
2020-02-08T00:20:24.39171313Z,61696000,1,355,SF7BW125,sbox3,904.1,link-lab-smart-cville-2,81.85,38.020855,-78.47398,0,0,-63,10.75,19.19,1483652307
2020-02-08T00:20:59.824165535Z,61696000,4,145,SF7BW125,sbox6,904.7,sds-gateway-3,69.4,38.026337,-78.50461,7,7,-13,11,8.51,1772970139
2020-02-08T00:24:54.146160226Z,61696000,1,469,SF7BW125,sbox10,904.1,center-for-civic-innovation,46.98,38.030693,-78.47908,1,1,-69,10.5,11.24,3623513651
2020-02-08T00:26:35.717211717Z,61696000,1,358,SF7BW125,sbox4,904.1,sds-alex-apt,60.86,38.027557,-78.51521,0,0,-41,10.25,3.5,1969827307
2020-02-08T00:27:21.760636153Z,61696000,7,530,SF7BW125,sbox11,905.3,sds-gateway-1,57.2,38.030388,-78.484,0,0,-59,9.25,17.13,3083494804
2020-02-08T00:33:00.189592461Z,61696000,7,740,SF7BW125,sbox8,905.3,sds-gateway-1,75.47,38.030388,-78.484,0,0,-58,9,16.77,3421893836
2020-02-08T00:35:24.361244802Z,61696000,5,361,SF7BW125,sbox3,904.9,link-lab-smart-cville-2,81.85,38.020855,-78.47398,0,0,-61,10,19.19,2383651988
2020-02-08T00:35:59.767352028Z,61696000,6,142,SF7BW125,sbox6,905.1,sds-gateway-3,69.25,38.026337,-78.50461,2,2,-11,8.5,8.62,2672964188
2020-02-08T00:39:54.048729904Z,61696000,7,484,SF7BW125,sbox10,905.3,center-for-civic-innovation,47.34,38.030693,-78.47908,2,2,-63,10.75,10.96,228541220
2020-02-08T00:42:21.769833648Z,61696000,0,522,SF7BW125,sbox11,903.9,sds-gateway-1,57.25,38.030388,-78.484,1,1,-60,9,17.2,3983480851
2020-02-08T00:48:00.138174126Z,61696000,2,747,SF7BW125,sbox8,904.3,sds-gateway-1,75.87,38.030388,-78.484,0,0,-57,6.25,16.82,26903643
2020-02-08T00:50:24.449100422Z,61696000,1,358,SF7BW125,sbox3,904.1,link-lab-smart-cville-2,88.99,38.020855,-78.47398,0,0,-63,9,3.38,3283651883
2020-02-08T00:50:59.820350955Z,61696000,0,142,SF7BW125,sbox6,903.9,sds-gateway-3,69.12,38.026337,-78.50461,0,0,-13,9.25,8.56,3572958155
2020-02-08T00:54:54.055321207Z,61696000,6,516,SF7BW125,sbox10,905.1,center-for-civic-innovation,46.35,38.030693,-78.47908,6,0,-61,9.5,10.84,1128535148
2020-02-08T00:56:35.659984703Z,61696000,3,358,SF7BW125,sbox4,904.5,sds-alex-apt,62.08,38.027557,-78.51521,0,0,-41,10.25,3.27,595155579
2020-02-08T00:57:21.72322833Z,61696000,7,533,SF7BW125,sbox11,905.3,sds-gateway-1,57.06,38.030388,-78.484,0,0,-63,9.5,16.47,588498076
2020-02-08T00:58:28.11494812Z,205824000,7,662,SF9BW125,sbox7,905.3,sds-alex-apt,77.67,38.027557,-78.51521,0,0,-109,7.25,11.58,707534420
2020-02-08T01:03:00.010679859Z,61696000,4,758,SF7BW125,sbox8,904.7,sds-gateway-1,75.56,38.030388,-78.484,0,0,-57,10,16.19,926881291
2020-02-08T01:05:24.43561401Z,61696000,2,374,SF7BW125,sbox3,904.3,link-lab-smart-cville-2,88.25,38.020855,-78.47398,0,0,-65,8,3.36,4183651347
